pix  0 44 58
pix  0 47 31
pix  0 48 30
pix  0 48 31
pix  0 48 32
pix  0 49 29
pix  0 49 30
pix  0 49 31
pix  0 49 32
pix  0 50 30
pix  0 50 31
pix  0 50 32
pix  0 51 29
pix  0 51 30
pix  0 51 31
pix  0 51 32
