 3  Pix  0  0
 7  Pix  0  1
 7  Pix  0  2
 4  Pix  0  3
 1  Pix  0  4
 8  Pix  0  5
 5  Pix  0  6
 5  Pix  0  7
 6  Pix  0  8
 6  Pix  0  9
 7  Pix  0 10
 5  Pix  0 11
 1  Pix  0 12
 6  Pix  0 13
 8  Pix  0 14
 8  Pix  0 15
 6  Pix  0 16
 7  Pix  0 17
 6  Pix  0 18
 8  Pix  0 19
 7  Pix  0 20
 6  Pix  0 21
 7  Pix  0 22
 4  Pix  0 23
 8  Pix  0 24
10  Pix  0 25
 8  Pix  0 26
 7  Pix  0 27
 8  Pix  0 28
 3  Pix  0 29
 8  Pix  0 30
 3  Pix  0 31
10  Pix  0 32
 8  Pix  0 33
 7  Pix  0 34
 4  Pix  0 35
 9  Pix  0 36
12  Pix  0 37
 5  Pix  0 38
 9  Pix  0 39
 8  Pix  0 40
 5  Pix  0 41
10  Pix  0 42
 7  Pix  0 43
 7  Pix  0 44
 4  Pix  0 45
10  Pix  0 46
 3  Pix  0 47
 6  Pix  0 48
 6  Pix  0 49
 4  Pix  0 50
10  Pix  0 51
 9  Pix  0 52
 6  Pix  0 53
 6  Pix  0 54
 6  Pix  0 55
 5  Pix  0 56
 6  Pix  0 57
 6  Pix  0 58
10  Pix  0 59
 9  Pix  0 60
 6  Pix  0 61
 6  Pix  0 62
 5  Pix  0 63
 6  Pix  0 64
 8  Pix  0 65
10  Pix  0 66
 2  Pix  0 67
10  Pix  0 68
 7  Pix  0 69
 7  Pix  0 70
 5  Pix  0 71
 5  Pix  0 72
 8  Pix  0 73
 4  Pix  0 74
 6  Pix  0 75
 6  Pix  0 76
 3  Pix  0 77
 4  Pix  0 78
 8  Pix  0 79
 7  Pix  1  0
 8  Pix  1  1
 9  Pix  1  2
 7  Pix  1  3
 3  Pix  1  4
 8  Pix  1  5
 2  Pix  1  6
13  Pix  1  7
 8  Pix  1  8
 6  Pix  1  9
 5  Pix  1 10
11  Pix  1 11
10  Pix  1 12
 9  Pix  1 13
 9  Pix  1 14
 8  Pix  1 15
 2  Pix  1 16
10  Pix  1 17
 7  Pix  1 18
10  Pix  1 19
10  Pix  1 20
 7  Pix  1 21
10  Pix  1 22
 5  Pix  1 23
 6  Pix  1 24
 7  Pix  1 25
10  Pix  1 26
 8  Pix  1 27
 9  Pix  1 28
 5  Pix  1 29
 8  Pix  1 30
10  Pix  1 31
 7  Pix  1 32
 6  Pix  1 33
11  Pix  1 34
 9  Pix  1 35
 8  Pix  1 36
11  Pix  1 37
10  Pix  1 38
 8  Pix  1 39
 8  Pix  1 40
 6  Pix  1 41
 4  Pix  1 42
12  Pix  1 43
11  Pix  1 44
 8  Pix  1 45
10  Pix  1 46
 7  Pix  1 47
12  Pix  1 48
 8  Pix  1 49
 9  Pix  1 50
10  Pix  1 51
 9  Pix  1 52
10  Pix  1 53
10  Pix  1 54
 7  Pix  1 55
11  Pix  1 56
 8  Pix  1 57
 6  Pix  1 58
 8  Pix  1 59
 8  Pix  1 60
 9  Pix  1 61
 8  Pix  1 62
10  Pix  1 63
 7  Pix  1 64
12  Pix  1 65
10  Pix  1 66
10  Pix  1 67
 5  Pix  1 68
 6  Pix  1 69
 6  Pix  1 70
12  Pix  1 71
 2  Pix  1 72
10  Pix  1 73
 4  Pix  1 74
10  Pix  1 75
10  Pix  1 76
 9  Pix  1 77
 7  Pix  1 78
 4  Pix  1 79
 6  Pix  2  0
 6  Pix  2  1
 9  Pix  2  2
 5  Pix  2  3
 8  Pix  2  4
 5  Pix  2  5
 3  Pix  2  6
 3  Pix  2  7
 4  Pix  2  8
 9  Pix  2  9
 8  Pix  2 10
 5  Pix  2 11
10  Pix  2 12
 6  Pix  2 13
 6  Pix  2 14
 7  Pix  2 15
 8  Pix  2 16
 3  Pix  2 17
 9  Pix  2 18
 7  Pix  2 19
 8  Pix  2 20
 8  Pix  2 21
 7  Pix  2 22
 6  Pix  2 23
 9  Pix  2 24
11  Pix  2 25
 5  Pix  2 26
 6  Pix  2 27
 9  Pix  2 28
10  Pix  2 29
 8  Pix  2 30
 7  Pix  2 31
 9  Pix  2 32
10  Pix  2 33
 9  Pix  2 34
11  Pix  2 35
 7  Pix  2 36
10  Pix  2 37
 7  Pix  2 38
12  Pix  2 39
 8  Pix  2 40
 8  Pix  2 41
 9  Pix  2 42
11  Pix  2 43
 4  Pix  2 44
 7  Pix  2 45
 9  Pix  2 46
 8  Pix  2 47
10  Pix  2 48
12  Pix  2 49
 9  Pix  2 50
12  Pix  2 51
 8  Pix  2 52
 6  Pix  2 53
 8  Pix  2 54
 3  Pix  2 55
12  Pix  2 56
12  Pix  2 57
 5  Pix  2 58
13  Pix  2 59
 9  Pix  2 60
 6  Pix  2 61
 6  Pix  2 62
11  Pix  2 63
10  Pix  2 64
 9  Pix  2 65
10  Pix  2 66
 4  Pix  2 67
